input_file,α,sam_ratio,subs_rate,rs,total_oligos,total_reads,mean_coverage,oligo_recovery(seq),dropout(seq),oligo_recovery(decode),dropout(decode),GRAND_pass_oligos,GRAND_fail_oligos,GRAND_success_rate,chunks_recovered,total_chunks,data_recovery,decode_success,decode_time
lena.jpg,0.5,0.01,0.0035,,644,4802,7.46,98.45,1.55,81.99,18.01,18,33,35.29,429,429,100.0,Yes,0.25
lena.jpg,0.5,0.01,0.0035,,644,4740,7.36,99.38,0.62,77.95,22.05,15,27,35.71,429,429,100.0,Yes,0.24
lena.jpg,0.5,0.01,0.0035,,644,4875,7.57,99.07,0.93,83.23,16.77,17,17,50.0,429,429,100.0,Yes,0.22
lena.jpg,0.5,0.01,0.0035,,644,4799,7.45,99.38,0.62,78.73,21.27,15,22,40.54,429,429,100.0,Yes,0.3
lena.jpg,0.5,0.01,0.0035,,644,4693,7.29,99.07,0.93,80.59,19.41,20,28,41.67,429,429,100.0,Yes,0.23
lena.jpg,0.5,0.01,0.0035,,644,5175,8.04,98.76,1.24,80.28,19.72,14,28,33.33,429,429,100.0,Yes,0.24
lena.jpg,0.5,0.01,0.0035,,644,5152,8.0,98.91,1.09,77.64,22.36,16,13,55.17,429,429,100.0,Yes,0.21
lena.jpg,0.5,0.01,0.0035,,644,5197,8.07,99.22,0.78,77.8,22.2,16,29,35.56,429,429,100.0,Yes,0.24
lena.jpg,0.5,0.01,0.0035,,644,5113,7.94,98.6,1.4,79.04,20.96,11,16,40.74,429,429,100.0,Yes,0.2
lena.jpg,0.5,0.01,0.0035,,644,5203,8.08,99.84,0.16,79.04,20.96,15,20,42.86,429,429,100.0,Yes,0.25
lena.jpg,0.5,0.01,0.0035,,644,5405,8.39,99.69,0.31,78.42,21.58,14,19,42.42,429,429,100.0,Yes,0.23
lena.jpg,0.5,0.01,0.0035,,644,5573,8.65,99.53,0.47,81.83,18.17,22,25,46.81,429,429,100.0,Yes,0.29
lena.jpg,0.5,0.01,0.0035,,644,5414,8.41,99.22,0.78,79.97,20.03,12,25,32.43,429,429,100.0,Yes,0.23
lena.jpg,0.5,0.01,0.0035,,644,5551,8.62,100.0,0.0,81.68,18.32,11,25,30.56,429,429,100.0,Yes,0.23
lena.jpg,0.5,0.01,0.0035,,644,5518,8.57,99.69,0.31,78.57,21.43,12,26,31.58,429,429,100.0,Yes,0.23
