input_file,alpha,pcrc,pcrp,sampling_ratio,subs_rate,rs,total_oligos,total_reads,mean_coverage,%_oligo_recovery_rate,dropout_rate,decoded_successfully
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,783,0.96,60.29,39.71,No
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,800,0.98,60.05,39.95,No
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,851,1.04,61.64,38.36,No
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,1191,1.46,74.26,25.74,No
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,1211,1.48,74.51,25.49,No
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,1259,1.54,77.21,22.79,No
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,1647,2.02,83.33,16.67,No
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,1571,1.93,81.13,18.87,No
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,1638,2.01,82.6,17.4,No
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,2058,2.52,88.24,11.76,No
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,1952,2.39,88.48,11.52,No
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,2069,2.54,89.22,10.78,No
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,2531,3.1,91.42,8.58,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,2388,2.93,90.93,9.07,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,2427,2.97,90.81,9.19,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,2885,3.54,94.0,6.0,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,2918,3.58,95.34,4.66,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,2870,3.52,95.1,4.9,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,3298,4.04,95.1,4.9,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,3236,3.97,96.2,3.8,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,3210,3.93,94.24,5.76,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,3709,4.55,96.57,3.43,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,3683,4.51,96.45,3.55,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,3575,4.38,95.83,4.17,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,4221,5.17,97.43,2.57,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,3999,4.9,97.06,2.94,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,4053,4.97,97.3,2.7,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,4528,5.55,97.92,2.08,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,4447,5.45,98.04,1.96,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,4492,5.5,98.04,1.96,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,4940,6.05,98.16,1.84,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,4782,5.86,98.28,1.72,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,4968,6.09,98.04,1.96,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,5339,6.54,98.77,1.23,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,5308,6.5,97.92,2.08,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,5318,6.52,98.28,1.72,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,5560,6.81,98.77,1.23,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,5791,7.1,98.9,1.1,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,5638,6.91,99.02,0.98,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,6181,7.57,98.65,1.35,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,6055,7.42,99.39,0.61,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,6148,7.53,98.41,1.59,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,6560,8.04,98.77,1.23,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,6487,7.95,98.9,1.1,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,6520,7.99,99.14,0.86,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,7042,8.63,99.02,0.98,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,6874,8.42,98.77,1.23,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,6972,8.54,99.02,0.98,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,7234,8.87,98.77,1.23,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,7336,8.99,99.39,0.61,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,7278,8.92,99.14,0.86,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,7836,9.6,99.39,0.61,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,7685,9.42,99.63,0.37,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,7760,9.51,99.26,0.74,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,8169,10.01,99.88,0.12,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,8286,10.15,99.51,0.49,Yes
lena.jpg,0.9,12,0.8,0.01,0.0035,0,816,8159,10.0,99.63,0.37,Yes
